customerID,gender,Partner,Dependents,tenure,PhoneService,InternetService,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,SeniorCitizen
4522-AKYLR,Female,No,No,13,Yes,DSL,No,Month-to-month,Yes,Electronic check,54.8,No,1
0221-WMXNQ,Male,No,No,4,Yes,Fiber optic,No,Month-to-month,No,Electronic check,75.35,No,1
0303-UNCIP,Male,No,No,41,Yes,DSL,No,One year,No,Mailed check,65,No,0
9947-OTFQU,Male,No,No,15,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.4,Yes,1
0322-YINQP,Male,No,No,1,Yes,DSL,No,Month-to-month,Yes,Mailed check,48.55,Yes,0
0959-WHOKV,Male,No,No,42,Yes,Fiber optic,No,One year,Yes,Electronic check,99,No,0
4075-JFPGR,Female,Yes,No,51,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.5,No,0
4629-NRXKX,Female,Yes,Yes,2,Yes,Fiber optic,No,Month-to-month,No,Electronic check,70.4,Yes,0
9514-JDSKI,Male,Yes,No,1,No,DSL,Yes,Month-to-month,No,Electronic check,40.2,Yes,1
3282-ZISZV,Male,No,Yes,32,Yes,DSL,Yes,One year,No,Credit card (automatic),83.7,No,0
3675-YDUPJ,Male,No,No,10,Yes,No,No internet service,Month-to-month,Yes,Mailed check,19.85,No,0
4111-BNXIF,Female,Yes,Yes,67,No,DSL,Yes,Two year,Yes,Electronic check,59.55,No,0
7017-VFHAY,Female,Yes,Yes,61,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic),115.1,No,0
6655-LHBYW,Male,No,No,50,Yes,Fiber optic,Yes,One year,No,Credit card (automatic),114.35,No,0
4959-JOSRX,Female,Yes,No,2,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic),44.6,Yes,0
5046-NUHWD,Female,Yes,No,29,No,DSL,No,Month-to-month,Yes,Electronic check,45,No,1
7273-TEFQD,Male,No,No,3,No,DSL,No,Month-to-month,Yes,Electronic check,41.15,Yes,1
3606-TWKGI,Male,No,No,13,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,106.9,Yes,1
7529-ZDFXI,Male,Yes,No,57,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,89.85,No,1
7605-BDWDC,Female,No,No,31,No,DSL,No,Two year,Yes,Bank transfer (automatic),49.85,No,0
1950-KSVVJ,Female,Yes,No,45,Yes,Fiber optic,Yes,One year,No,Mailed check,113.3,No,0
0123-CRBRT,Female,Yes,Yes,61,Yes,DSL,Yes,Two year,No,Mailed check,88.1,No,0
6292-TOSSS,Male,No,No,50,Yes,No,No internet service,Two year,No,Bank transfer (automatic),24.9,No,0
3197-ARFOY,Female,No,No,19,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,105,No,1
6323-AYBRX,Male,No,No,59,Yes,No,No internet service,Two year,No,Mailed check,19.35,Yes,0
7014-ZZXAW,Female,Yes,No,71,Yes,No,No internet service,Two year,Yes,Credit card (automatic),24.25,No,0
4385-GZQXV,Female,No,No,16,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,94.45,Yes,1
7633-MVPUY,Male,Yes,No,57,Yes,DSL,No,Two year,Yes,Electronic check,59.75,No,0
6366-ZGQGL,Male,No,No,1,No,DSL,No,Month-to-month,No,Bank transfer (automatic),24.8,Yes,0
4716-HHKQH,Male,Yes,No,20,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,107.05,No,1
5940-AHUHD,Male,No,No,1,Yes,Fiber optic,No,Month-to-month,No,Mailed check,70.6,Yes,0
6432-TWQLB,Male,Yes,No,5,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,85.4,Yes,0
4484-GLZOU,Female,Yes,No,52,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,105.05,Yes,0
3179-GBRWV,Male,Yes,No,21,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),64.95,No,1
8645-KWHJO,Male,No,No,14,No,DSL,Yes,Month-to-month,Yes,Electronic check,55,No,0
4130-MZLCC,Female,No,No,5,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic),50.55,No,0
0314-TKOSI,Female,No,No,6,Yes,DSL,No,Month-to-month,No,Mailed check,55.15,No,0
8229-MYEJZ,Female,No,No,10,Yes,DSL,No,Month-to-month,No,Electronic check,51.2,No,0
2080-SRCDE,Female,No,Yes,1,Yes,No,No internet service,Month-to-month,No,Mailed check,25.4,No,0
9577-WJVCQ,Female,No,No,68,Yes,DSL,No,Month-to-month,No,Mailed check,54.45,No,0
9512-UIBFX,Male,Yes,Yes,18,Yes,Fiber optic,Yes,Month-to-month,No,Mailed check,95.15,Yes,0
6202-DYYFX,Female,No,No,22,Yes,Fiber optic,No,One year,Yes,Credit card (automatic),76,No,0
3808-HFKDE,Female,No,No,20,Yes,DSL,No,Month-to-month,Yes,Electronic check,44.35,No,0
5583-SXDAG,Male,Yes,No,1,Yes,Fiber optic,No,Month-to-month,No,Electronic check,70,Yes,0
3488-PGMQJ,Male,No,No,8,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.5,Yes,1
3580-REOAC,Male,No,No,10,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic),44.85,Yes,0
7534-BFESC,Male,No,No,24,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,76.1,Yes,1
3727-OWVYD,Male,No,No,35,Yes,DSL,No,One year,No,Mailed check,61.2,No,0
2294-SALNE,Male,Yes,Yes,23,Yes,Fiber optic,No,One year,No,Mailed check,86.8,No,0
4847-TAJYI,Female,No,No,6,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,89.35,No,1
1563-IWQEX,Female,No,No,12,Yes,No,No internet service,Month-to-month,No,Mailed check,19.7,No,0
8203-XJZRC,Male,No,No,1,Yes,No,No internet service,Month-to-month,No,Mailed check,20.25,No,0
6556-DBKZF,Female,Yes,Yes,71,Yes,Fiber optic,No,Two year,No,Electronic check,76.05,No,0
6851-WEFYX,Male,Yes,No,35,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,100.8,No,1
2985-JUUBZ,Male,Yes,Yes,40,Yes,DSL,Yes,Month-to-month,Yes,Electronic check,74.55,No,0
6390-DSAZX,Female,No,Yes,1,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,73.6,Yes,0
0895-LMRSF,Male,No,No,23,Yes,DSL,Yes,One year,Yes,Bank transfer (automatic),64.9,No,0
8098-LLAZX,Female,No,No,4,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.45,Yes,1
8266-VBFQL,Male,No,No,4,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,90.4,No,0
8181-YHCMF,Female,Yes,Yes,68,No,DSL,Yes,Two year,No,Credit card (automatic),60.3,No,0
2240-HSJQD,Male,No,Yes,38,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,81.85,No,0
1248-DYXUB,Male,Yes,Yes,52,Yes,No,No internet service,Two year,No,Mailed check,24.8,No,0
0265-EDXBD,Male,Yes,No,32,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.9,Yes,1
4115-BNPJY,Male,Yes,Yes,29,Yes,DSL,Yes,Two year,No,Mailed check,75.55,No,0
3167-SNQPL,Male,Yes,Yes,38,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,101.15,No,1
4091-TVOCN,Male,No,Yes,48,Yes,DSL,Yes,One year,Yes,Credit card (automatic),78.75,No,0
1098-TDVUQ,Female,No,No,1,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,No,0
7277-OZCGZ,Female,No,No,22,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,89.05,No,0
1557-EMYVT,Female,No,No,43,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic),115.05,No,0
2799-ARNLO,Female,Yes,No,5,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,69.35,No,1
7563-BIUPC,Male,No,No,5,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,80.6,Yes,0
5027-YOCXN,Male,Yes,Yes,51,Yes,Fiber optic,Yes,One year,No,Credit card (automatic),110.05,No,0
3973-SKMLN,Male,No,No,71,Yes,No,No internet service,Two year,Yes,Credit card (automatic),19.9,No,0
2321-OMBXY,Female,Yes,Yes,38,Yes,DSL,Yes,One year,No,Credit card (automatic),80.3,Yes,0
2840-XANRC,Male,Yes,No,24,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,93.15,Yes,1
6745-JEFZB,Male,Yes,No,35,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),91.5,No,0
5020-ZSTTY,Female,No,No,54,Yes,DSL,Yes,One year,No,Bank transfer (automatic),82.45,Yes,1
9880-TDQAC,Female,Yes,Yes,72,No,DSL,Yes,Two year,Yes,Electronic check,60,No,0
8705-WZCYL,Male,No,No,1,Yes,DSL,No,Month-to-month,Yes,Electronic check,44.8,No,0
7102-JJVTX,Female,Yes,Yes,9,Yes,DSL,No,One year,No,Mailed check,48.6,No,0
8626-PTQGE,Male,No,No,69,No,DSL,Yes,Two year,Yes,Bank transfer (automatic),60.05,No,0
4983-CLMLV,Female,Yes,No,52,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),102.7,No,0
5701-YVSVF,Female,Yes,No,11,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,82.9,No,1
5804-LEPIM,Female,No,No,2,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.35,Yes,1
5697-GOMBF,Female,Yes,Yes,28,No,DSL,Yes,Month-to-month,Yes,Electronic check,35.9,No,1
2739-CACDQ,Female,No,No,17,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),82.65,No,1
9385-EHGDO,Female,Yes,Yes,35,Yes,No,No internet service,Two year,Yes,Mailed check,19.85,No,0
9498-FIMXL,Female,No,No,8,Yes,No,No internet service,One year,Yes,Mailed check,19.2,No,0
2379-GYFLQ,Male,No,No,46,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),94.9,No,0
0122-OAHPZ,Female,No,No,7,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,73.85,Yes,0
2868-SNELZ,Female,No,No,2,Yes,Fiber optic,No,Month-to-month,No,Mailed check,80.6,Yes,0
4322-RCYMT,Male,Yes,Yes,68,Yes,DSL,No,One year,Yes,Bank transfer (automatic),75.8,Yes,0
6680-NENYN,Female,No,No,43,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,104.6,Yes,0
2088-IEBAU,Female,No,No,68,Yes,DSL,Yes,Two year,Yes,Electronic check,88.15,No,0
7982-VCELR,Female,No,No,36,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),94.8,No,0
1343-EHPYB,Male,Yes,No,63,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,103.4,Yes,0
6035-BXTTY,Female,No,No,32,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic),54.65,No,1
6885-PKOAM,Female,Yes,No,71,Yes,DSL,Yes,Two year,No,Credit card (automatic),85.75,No,0
7520-HQWJU,Female,Yes,Yes,66,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),67.45,No,0
9639-BUJXT,Male,No,No,63,Yes,No,No internet service,One year,No,Mailed check,20.5,No,0
5924-SNGKP,Female,No,Yes,41,Yes,No,No internet service,One year,Yes,Credit card (automatic),20.25,No,0
0021-IKXGC,Female,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,72.1,No,1
2034-GDRCN,Female,No,No,2,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,90.4,Yes,0
8966-SNIZF,Female,Yes,No,70,Yes,No,No internet service,Two year,No,Bank transfer (automatic),19.45,No,0
6243-OZGFH,Female,No,No,23,No,DSL,Yes,Month-to-month,Yes,Electronic check,44.95,No,0
4654-DLAMQ,Female,Yes,No,64,Yes,Fiber optic,No,One year,No,Bank transfer (automatic),97,No,1
0513-RBGPE,Male,Yes,Yes,37,Yes,DSL,No,Two year,Yes,Credit card (automatic),62.8,No,0
5160-UXJED,Male,No,Yes,17,Yes,DSL,No,One year,No,Mailed check,44.6,No,0
4115-NZRKS,Female,No,No,7,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,89.15,No,1
0219-YTZUE,Male,Yes,Yes,4,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),84.8,Yes,0
0623-IIHUG,Female,No,No,21,No,DSL,Yes,Month-to-month,Yes,Electronic check,41.9,Yes,1
4572-DVCGN,Female,No,No,10,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),80.25,Yes,0
3351-NGXYI,Female,No,No,16,Yes,DSL,No,Month-to-month,Yes,Electronic check,54.1,No,1
8984-EYLLL,Male,Yes,No,64,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,105.25,No,0
9057-MSWCO,Male,Yes,No,27,No,DSL,No,Month-to-month,No,Credit card (automatic),30.75,Yes,1
9833-TGFHX,Male,Yes,Yes,42,Yes,Fiber optic,Yes,One year,No,Electronic check,97.1,No,0
9294-TDIPC,Male,No,Yes,5,Yes,No,No internet service,Month-to-month,No,Mailed check,20.2,No,0
5229-DTFYB,Female,No,No,41,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),98.8,No,0
0104-PPXDV,Male,Yes,No,58,Yes,DSL,No,One year,No,Credit card (automatic),50.3,No,0
5176-LMJXE,Female,No,No,47,Yes,No,No internet service,Two year,Yes,Mailed check,20.55,No,0
3583-KRKMD,Male,No,No,18,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),75.9,No,0
1010-DIAUQ,Male,No,No,5,Yes,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),96.5,Yes,0
9069-LGEUL,Male,Yes,No,23,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),59.95,No,0
7302-ZHMHP,Female,No,No,1,Yes,No,No internet service,Month-to-month,No,Mailed check,19.15,No,0
9571-EDEBV,Male,Yes,No,71,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),98.65,No,0
3520-FJGCV,Male,Yes,Yes,72,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),112.6,No,0
6563-VRERX,Male,Yes,Yes,33,Yes,No,No internet service,One year,No,Mailed check,20.6,No,0
0259-GBZSH,Male,No,No,2,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,85.65,Yes,0
6122-EFVKN,Male,No,Yes,24,No,DSL,No,Two year,No,Mailed check,35.75,No,0
2805-EDJPQ,Female,Yes,Yes,56,Yes,Fiber optic,No,One year,Yes,Credit card (automatic),99.75,No,0
6862-CQUMB,Male,No,No,37,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),96.1,No,0
7156-MXBJE,Female,No,No,43,Yes,DSL,Yes,One year,No,Credit card (automatic),85.1,No,0
6158-HDPXZ,Male,No,No,1,No,DSL,No,Month-to-month,No,Mailed check,25.35,No,0
9601-BRXPO,Female,Yes,No,25,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,Yes,0
2863-IMQDR,Female,No,No,61,Yes,DSL,Yes,Two year,No,Electronic check,89.65,No,0
5686-CMAWK,Male,No,No,17,Yes,Fiber optic,No,One year,No,Electronic check,86.75,No,0
5651-CRHKQ,Female,Yes,No,41,Yes,Fiber optic,No,One year,Yes,Bank transfer (automatic),86.2,No,0
6905-NIQIN,Male,No,No,1,Yes,DSL,No,Month-to-month,No,Mailed check,50.65,Yes,0
8204-YJCLA,Male,Yes,Yes,72,No,DSL,Yes,Two year,Yes,Bank transfer (automatic),64.8,No,1
5167-ZFFMM,Male,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),90.85,Yes,0
6583-SZVGP,Male,No,No,48,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),108.1,No,0
4895-TMWIR,Male,Yes,No,11,Yes,No,No internet service,Month-to-month,No,Mailed check,19.95,Yes,1
0533-BNWKF,Female,Yes,No,55,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,85.45,Yes,1
1708-PBBOA,Female,No,No,42,No,DSL,No,One year,Yes,Electronic check,54.75,No,0
8782-LKFPK,Male,No,No,44,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,90.4,No,0
5522-JBWMO,Male,No,Yes,1,Yes,DSL,No,Month-to-month,No,Electronic check,44,No,0
3597-MVHJT,Female,No,No,27,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,No,0
9774-NRNAU,Male,Yes,No,27,Yes,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,No,1
0224-RLWWD,Female,No,No,2,Yes,DSL,No,Month-to-month,Yes,Electronic check,44.3,No,1
9967-ATRFS,Female,No,No,19,Yes,No,No internet service,Month-to-month,No,Mailed check,19.9,No,0
3951-NJCVI,Female,Yes,No,42,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.05,No,1
2977-CEBSX,Female,No,No,66,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),90.05,No,0
0177-PXBAT,Male,Yes,No,33,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,No,1
6599-CEBNN,Female,No,No,34,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),73.95,Yes,0
2519-ERQOJ,Male,No,No,33,No,DSL,Yes,Month-to-month,Yes,Electronic check,54.6,No,1
5876-QMYLD,Female,Yes,Yes,23,Yes,No,No internet service,One year,No,Mailed check,20.05,No,0
2277-AXSDC,Female,No,No,32,Yes,No,No internet service,One year,No,Bank transfer (automatic),19.75,No,0
9442-JTWDL,Female,No,No,11,Yes,No,No internet service,One year,No,Credit card (automatic),20.05,No,0
0979-PHULV,Male,Yes,Yes,69,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),99.45,Yes,0
3067-SVMTC,Female,Yes,No,68,Yes,DSL,No,One year,No,Bank transfer (automatic),55.9,No,0
5495-GPSRW,Male,No,No,20,Yes,No,No internet service,Two year,Yes,Mailed check,19.7,No,0
7606-BPHHN,Male,No,No,72,Yes,No,No internet service,Two year,Yes,Credit card (automatic),19.8,No,0
4742-DRORA,Male,Yes,Yes,60,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),95.4,No,0
0111-KLBQG,Male,Yes,Yes,32,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,93.95,No,1
4800-VHZKI,Female,No,No,1,Yes,No,No internet service,Month-to-month,Yes,Mailed check,19.9,Yes,0
7989-CHGTL,Male,No,No,1,Yes,No,No internet service,Month-to-month,Yes,Mailed check,19.6,Yes,0
0334-GDDSO,Male,No,No,3,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,81.35,Yes,1
4163-NCJAK,Female,Yes,No,46,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),24.45,No,0
5233-AOZUF,Female,Yes,No,29,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.95,No,0
5973-EJGDP,Male,No,No,51,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,87.35,No,0
1996-DBMUS,Female,Yes,No,48,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),70.65,No,1
7916-VCCPB,Female,Yes,Yes,16,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),73.25,No,0
4686-GEFRM,Male,Yes,No,70,Yes,Fiber optic,No,Two year,Yes,Bank transfer (automatic),98.7,No,0
5249-QYHEX,Female,Yes,Yes,40,Yes,No,No internet service,Two year,Yes,Mailed check,24.8,No,0
0578-SKVMF,Female,Yes,Yes,22,Yes,Fiber optic,No,Month-to-month,No,Electronic check,83.3,Yes,0
5564-NEMQO,Female,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),75.3,Yes,1
2233-FAGXV,Female,Yes,Yes,5,Yes,No,No internet service,Month-to-month,Yes,Mailed check,24.3,No,0
5605-IYGFG,Female,No,No,7,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),69.85,No,0
7663-ZTEGJ,Male,No,Yes,29,Yes,Fiber optic,No,One year,No,Credit card (automatic),100.55,No,0
3935-TBRZZ,Male,Yes,Yes,44,Yes,No,No internet service,One year,No,Mailed check,25.7,No,0
8111-BKVDS,Female,No,No,10,No,DSL,No,Month-to-month,No,Bank transfer (automatic),40.7,No,0
2055-SIFSS,Female,Yes,No,55,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic),51.65,No,1
2806-MLNTI,Male,Yes,No,52,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),105.1,No,1
8734-DKSTZ,Female,Yes,Yes,10,Yes,Fiber optic,No,Month-to-month,No,Electronic check,85.95,No,0
4360-PNRQB,Male,No,No,18,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),75.6,No,0
6152-ONASV,Female,Yes,No,68,Yes,DSL,No,One year,No,Bank transfer (automatic),58.25,No,0
9063-ZGTUY,Female,Yes,Yes,61,Yes,No,No internet service,Month-to-month,Yes,Mailed check,19.4,Yes,0
7781-HVGMK,Female,Yes,Yes,72,No,DSL,Yes,Two year,Yes,Credit card (automatic),65.2,No,0
2181-UAESM,Male,No,No,2,Yes,DSL,No,Month-to-month,No,Electronic check,53.45,No,0
2957-LOLHO,Male,No,No,12,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),45.4,Yes,0
6048-NJXHX,Male,Yes,No,41,Yes,No,No internet service,Two year,Yes,Electronic check,19.75,No,0
2320-SLKMB,Female,No,No,26,No,DSL,Yes,Month-to-month,Yes,Credit card (automatic),44.45,No,0
4980-URKXC,Male,Yes,No,36,Yes,No,No internet service,One year,No,Bank transfer (automatic),20.85,No,0
4376-KFVRS,Male,Yes,Yes,72,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),114.05,No,0
5886-VLQVU,Male,Yes,No,35,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),89.85,No,0
3577-AMVUX,Male,No,No,1,Yes,DSL,No,Month-to-month,No,Mailed check,55.05,No,0
0771-WLCLA,Female,Yes,Yes,16,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,112.95,No,0
5628-RKIFK,Female,No,No,49,Yes,Fiber optic,Yes,Month-to-month,No,Credit card (automatic),101.55,No,1
0206-TBWLC,Female,Yes,No,54,Yes,Fiber optic,Yes,One year,Yes,Mailed check,114.65,No,0
2937-FTHUR,Female,No,Yes,18,Yes,DSL,No,Month-to-month,No,Electronic check,64.8,No,0
1910-FMXJM,Female,Yes,No,36,Yes,Fiber optic,No,Month-to-month,No,Electronic check,80.4,No,0
7752-XUSCI,Female,No,No,60,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,105.9,Yes,0
4110-PFEUZ,Female,No,No,1,Yes,Fiber optic,No,Month-to-month,No,Mailed check,69.55,Yes,0
0732-OCQOC,Female,Yes,Yes,52,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),25.05,No,0
5168-MSWXT,Male,Yes,Yes,8,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,94.75,No,0
1090-ESELR,Male,Yes,Yes,72,Yes,Fiber optic,Yes,Two year,No,Bank transfer (automatic),105.5,No,0
8592-PLTMQ,Female,No,No,64,Yes,No,No internet service,One year,No,Mailed check,24.7,No,0
5760-WRAHC,Female,No,No,22,Yes,DSL,No,Month-to-month,Yes,Mailed check,69.75,No,1
8847-GEOOQ,Male,Yes,No,60,No,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,No,0
0256-LTHVJ,Female,Yes,Yes,28,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,81.05,Yes,0
4785-FCIFB,Female,Yes,No,61,Yes,No,No internet service,Two year,No,Mailed check,24.4,No,0
8313-NDOIA,Female,No,No,24,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,104.15,No,0
5149-CUZUJ,Male,Yes,Yes,28,Yes,Fiber optic,Yes,One year,No,Bank transfer (automatic),92.9,No,0
0942-KOWSM,Female,Yes,Yes,30,Yes,DSL,Yes,Two year,No,Bank transfer (automatic),80.8,No,0
4237-CLSMM,Male,Yes,No,2,Yes,No,No internet service,Month-to-month,No,Mailed check,20,No,0
1452-VOQCH,Male,No,No,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,75.1,No,0
4719-UMSIY,Male,No,Yes,6,Yes,No,No internet service,Month-to-month,No,Mailed check,19.65,No,0
6614-VBEGU,Female,Yes,No,24,Yes,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,No,0
0880-TKATG,Male,Yes,Yes,4,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,101.15,Yes,0
3811-VBYBZ,Male,No,No,7,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,99.8,Yes,0
1480-BKXGA,Male,Yes,No,72,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),116.05,No,1
2996-XAUVF,Male,No,No,70,No,DSL,No,Two year,Yes,Mailed check,40.05,No,0
9076-AXYIK,Male,Yes,No,64,Yes,Fiber optic,Yes,Two year,No,Electronic check,102.1,No,1
5968-XQIVE,Male,Yes,Yes,72,Yes,Fiber optic,Yes,One year,Yes,Electronic check,89.7,No,0
8896-RAZCR,Female,No,Yes,44,Yes,No,No internet service,Two year,No,Mailed check,19.9,No,0
4640-UHDOS,Female,Yes,Yes,13,Yes,DSL,No,Month-to-month,No,Electronic check,55.95,Yes,0
4933-IKULF,Female,No,No,17,Yes,No,No internet service,One year,No,Mailed check,20.65,No,1
3583-EKAPL,Male,No,No,1,Yes,DSL,No,Month-to-month,Yes,Electronic check,55,Yes,0
1304-BCCFO,Male,Yes,No,9,Yes,DSL,Yes,Month-to-month,Yes,Mailed check,70.05,No,0
4104-PVRPS,Male,Yes,No,24,Yes,DSL,No,Month-to-month,No,Mailed check,53.6,No,0
9399-APLBT,Female,Yes,Yes,1,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.7,Yes,0
2359-KMGLI,Male,No,No,24,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,80.25,Yes,0
3780-DDGSE,Male,Yes,Yes,35,Yes,DSL,Yes,Month-to-month,Yes,Electronic check,76.05,No,1
4431-EDMIQ,Female,Yes,Yes,7,Yes,DSL,Yes,Month-to-month,Yes,Electronic check,75.7,No,0
0306-JAELE,Male,No,No,5,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,96.1,Yes,0
6227-HWPWX,Female,No,Yes,15,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),69,Yes,0
0486-LGCCH,Male,Yes,Yes,11,Yes,No,No internet service,Two year,No,Mailed check,19.65,No,0
0447-BEMNG,Female,Yes,No,48,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),45.3,Yes,0
4612-SSVHJ,Female,No,No,20,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,81.45,No,1
5168-MQQCA,Female,Yes,No,72,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),108.5,No,0
5949-XIKAE,Female,Yes,Yes,8,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,83.55,Yes,0
7971-HLVXI,Male,Yes,Yes,72,Yes,Fiber optic,No,Two year,Yes,Credit card (automatic),84.5,No,0
9094-AZPHK,Female,No,No,15,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,100.15,No,0
3649-JPUGY,Male,No,No,72,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic),88.6,No,0
